"configuration","problem","model","data_file","status","time","flatBoolVars","flatIntConstraints","initTime","eliminatedImplications","evaluatedHalfReifiedConstraints","solutions","restarts","variables","peakDepth","propagations","flatBoolConstraints","method","run","objective","paths","flatIntVars","failures","nSolutions","nodes","propagators","solveTime","flatTime"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta78_6a_alloc2.dzn","SATISFIED","605.8738153744489","206560","218802","","4200","210660","","","","","","105200","minimize","results","963","0","8241","","26","","","","15.6033"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta60_4a_alloc1.dzn","OPTIMAL_SOLUTION","21.383781811222434","39956","44565","0.588613","1600","41506","88","0","43068","589","42041201","20725","minimize","results","-9119","0","3112","5059","88","32399","63689","16.4821","3.30857"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_5a_alloc2.dzn","SATISFIED","605.403278997168","206561","218771","","4200","210661","","","","","","105200","minimize","results","-70102","0","8209","","309","","","","15.2951"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta40_3a_alloc1.dzn","OPTIMAL_SOLUTION","243.83263378031552","14962","17737","0.193462","960","15892","30","0","16836","243","1668967208","7935","minimize","results","0","0","1874","262371","30","528797","24711","241.842","1.41968"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta77_6a_alloc2.dzn","OPTIMAL_SOLUTION","362.68819306232035","206559","218770","3.00768","4200","210659","153","0","214775","1385","474635868","105200","minimize","results","-16634","0","8216","20174","153","130197","319769","339.166","15.874"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta58_4a_alloc2.dzn","SATISFIED","601.5134074967355","39957","44565","0.527423","1600","41507","12","0","43065","275","3861113425","20725","minimize","results","258","0","3107","383412","12","768902","63689","596.789","3.21396"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta62_5a_alloc1.dzn","SATISFIED","602.1502350047231","53216","59326","0.780845","2100","55266","15","0","57326","261","2660763146","27600","minimize","results","-3545","0","4110","315909","15","633361","84825","595.255","4.75208"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta60_3a_alloc3.dzn","OPTIMAL_SOLUTION","39.920238107442856","39957","44573","0.529594","1600","41507","188","0","43072","750","145213934","20725","minimize","results","-37796","0","3115","13935","188","94641","63697","35.2854","3.23123"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta37_2a_alloc2.dzn","OPTIMAL_SOLUTION","2.458938231691718","14961","17731","0.195827","960","15891","9","0","16830","205","2531324","7935","minimize","results","0","0","1869","507","9","2187","24705","0.570734","1.37337"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta42_2a_alloc1.dzn","OPTIMAL_SOLUTION","8.577245701104403","19908","23575","0.271165","1260","21138","69","0","22375","600","21203938","10560","minimize","results","-30591","0","2466","3965","69","27612","32874","6.14202","1.73007"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta76_8a_alloc1.dzn","SATISFIED","605.8873603325337","206558","218770","","4200","210658","","","","","","105200","minimize","results","2336","0","8211","","9","","","","15.6157"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta48_2a_alloc1.dzn","SATISFIED","600.8214156646281","19907","23574","0.291977","1260","21137","36","0","22374","336","4476799089","10560","minimize","results","-7994","0","2467","684439","36","1373625","32873","598.192","1.80812"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta76_8a_alloc1.dzn","SATISFIED","605.7288355827332","206558","218828","","4200","210658","","","","","","105200","minimize","results","1186","0","8269","","29","","","","15.6492"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta77_9a_alloc2.dzn","SATISFIED","605.9813760500401","206560","218774","","4200","210660","","","","","","105200","minimize","results","-1153","0","8214","","4","","","","15.6381"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta51_3a_alloc1.dzn","OPTIMAL_SOLUTION","29.732776852324605","39956","44564","0.58216","1600","41506","127","0","43066","724","82847036","20725","minimize","results","-11949","0","3110","8162","127","53767","63688","24.8015","3.35932"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta78_7a_alloc1.dzn","SATISFIED","605.6763694249094","206560","218815","","4200","210660","","","","","","105200","minimize","results","789","0","8254","","40","","","","15.6782"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_5a_alloc2.dzn","SATISFIED","605.563407221809","206559","218791","","4200","210659","","","","","","105200","minimize","results","-66140","0","8231","","247","","","","15.5406"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta62_4a_alloc3.dzn","OPTIMAL_SOLUTION","50.935451133176684","53216","59339","0.725036","2100","55266","148","0","57338","1000","149162697","27600","minimize","results","-51598","0","4122","13341","148","89818","84838","44.878","4.23955"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta65_5a_alloc2.dzn","SATISFIED","602.2289806492627","53218","59328","0.813151","2100","55268","20","0","57328","282","2646267078","27600","minimize","results","-3677","0","4110","315298","20","632757","84827","595.302","4.70166"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta56_4a_alloc3.dzn","SATISFIED","601.485833901912","39953","44575","0.547487","1600","41503","99","0","43074","288","3180170776","20725","minimize","results","2","0","3121","315777","99","649371","63699","596.799","3.20527"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta61_4a_alloc2.dzn","SATISFIED","601.8838494047523","53218","59327","0.757619","2100","55268","23","0","57327","322","2950632437","27600","minimize","results","-4203","0","4109","350283","23","703569","84826","595.855","4.14923"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta78_7a_alloc1.dzn","SATISFIED","605.7961179036647","206560","218772","","4200","210660","","","","","","105200","minimize","results","-1870","0","8212","","10","","","","15.5378"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_9a_alloc2.dzn","OPTIMAL_SOLUTION","308.2960565313697","206560","218774","3.1136","4200","210660","141","0","214782","1428","388624593","105200","minimize","results","-11000","0","8222","17808","141","115794","319773","284.947","15.7168"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta51_4a_alloc3.dzn","OPTIMAL_SOLUTION","30.306120555847883","39956","44565","0.52784","1600","41506","156","0","43065","750","90770298","20725","minimize","results","-37918","0","3108","10382","156","68801","63689","25.8205","3.12292"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta44_2a_alloc1.dzn","OPTIMAL_SOLUTION","3.1445050165057182","19908","23578","0.268153","1260","21138","8","0","22377","264","2072610","10560","minimize","results","0","0","2469","406","8","2165","32877","0.623233","1.81602"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta56_3a_alloc2.dzn","OPTIMAL_SOLUTION","53.67457625642419","39953","44568","0.535127","1600","41503","23","0","43067","286","290869996","20725","minimize","results","0","0","3114","27481","23","58936","63692","49.0073","3.23023"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta51_3a_alloc1.dzn","SATISFIED","601.6192937679589","39956","44564","0.55816","1600","41506","18","0","43064","191","2808288975","20725","minimize","results","-3456","0","3108","462041","18","925185","63688","596.559","3.44426"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta36_2a_alloc2.dzn","OPTIMAL_SOLUTION","4.531202780082822","14962","17728","0.197748","960","15892","8","0","16828","200","20787322","7935","minimize","results","0","0","1865","3162","8","7380","24702","2.6356","1.371"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta74_6a_alloc1.dzn","OPTIMAL_SOLUTION","434.2261938303709","206560","218771","3.11105","4200","210660","199","0","214776","1449","570131353","105200","minimize","results","-16875","0","8216","25454","199","171335","319770","410.516","15.9271"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta31_2a_alloc1.dzn","OPTIMAL_SOLUTION","7.416006900370121","14961","17728","0.207332","960","15891","106","0","16828","450","17302302","7935","minimize","results","-22600","0","1866","4309","106","29428","24702","5.44335","1.39818"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta51_5a_alloc3.dzn","SATISFIED","601.7112780548632","39956","44566","0.614848","1600","41506","23","0","43066","236","2694000050","20725","minimize","results","-3146","0","3110","444516","23","891097","63690","596.254","3.74927"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta46_2a_alloc1.dzn","OPTIMAL_SOLUTION","9.473163295537233","19907","23574","0.260615","1260","21137","86","0","22374","600","19549667","10560","minimize","results","-30823","0","2466","4052","86","28080","32873","6.96802","1.79495"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_8a_alloc2.dzn","SATISFIED","606.0307722426951","206560","218831","","4200","210660","","","","","","105200","minimize","results","-62949","0","8270","","220","","","","15.4298"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta60_5a_alloc3.dzn","OPTIMAL_SOLUTION","88.49175326153636","39957","44567","0.539404","1600","41507","182","0","43067","750","363566194","20725","minimize","results","-37796","0","3109","50742","182","168334","63691","83.7619","3.29411"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta74_6a_alloc3.dzn","SATISFIED","605.6208291277289","206560","218771","","4200","210660","","","","","","105200","minimize","results","-72309","0","8210","","243","","","","15.8228"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta76_10a_alloc1.dzn","SATISFIED","605.718656681478","206523","218738","","4200","210623","","","","","","105200","minimize","results","-10531","0","8214","","12","","","","15.5748"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta76_10a_alloc2.dzn","SATISFIED","605.7988600283861","206523","218738","","4200","210623","","","","","","105200","minimize","results","-1097","0","8215","","7","","","","15.6867"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta69_4a_alloc2.dzn","OPTIMAL_SOLUTION","54.186767399311066","53218","59341","0.693377","2100","55268","172","0","57340","1000","160436013","27600","minimize","results","-50871","0","4122","14912","172","103148","84840","48.2158","4.19993"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta42_2a_alloc3.dzn","OPTIMAL_SOLUTION","2.7454013004899025","19908","23578","0.257726","1260","21138","4","0","22377","228","1655791","10560","minimize","results","0","0","2469","246","4","1077","32877","0.360512","1.70891"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta77_5a_alloc2.dzn","SATISFIED","606.1142969839275","206559","218768","","4200","210659","","","","","","105200","minimize","results","877","0","8208","","26","","","","15.9035"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta71_10a_alloc3.dzn","OPTIMAL_SOLUTION","265.48413070850074","206561","218776","3.12911","4200","210661","137","0","214785","1296","294973434","105200","minimize","results","-10161","0","8224","15716","137","101656","319775","241.467","16.1047"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta40_3a_alloc1.dzn","OPTIMAL_SOLUTION","6.463652417063713","14962","17730","0.215646","960","15892","63","0","16832","450","14448683","7935","minimize","results","-7337","0","1870","2720","63","17858","24704","4.35153","1.48283"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta50_2a_alloc1.dzn","OPTIMAL_SOLUTION","16.591315988451242","19908","23574","0.259164","1260","21138","22","0","22374","246","107225181","10560","minimize","results","0","0","2465","15454","22","33741","32873","14.0932","1.83811"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta50_2a_alloc1.dzn","SATISFIED","600.8456141427159","19908","23575","0.294919","1260","21138","54","0","22375","392","4341156245","10560","minimize","results","-9632","0","2467","663873","54","1336827","32874","597.99","2.012249"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta63_5a_alloc1.dzn","SATISFIED","602.0577530413866","53217","59348","0.724916","2100","55267","60","0","57347","249","2794947750","27600","minimize","results","11","0","4130","211317","60","430292","84847","595.806","4.19808"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta78_5a_alloc1.dzn","SATISFIED","606.3808619603515","206582","218791","","4200","210682","","","","","","105200","minimize","results","732","0","8208","","9","","","","17.9676"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta44_3a_alloc2.dzn","SATISFIED","600.8098983038217","19908","23576","0.269506","1260","21138","28","0","22376","278","4211114135","10560","minimize","results","-6184","0","2468","644114","28","1291386","32875","598.349","1.65165"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta32_3a_alloc1.dzn","OPTIMAL_SOLUTION","88.59560252726078","14962","17737","0.211869","960","15892","37","0","16836","241","644082658","7935","minimize","results","0","0","1874","100946","37","206701","24711","86.5404","1.50274"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta51_4a_alloc2.dzn","SATISFIED","601.5600634869188","39956","44565","0.609496","1600","41506","28","0","43065","276","2793880859","20725","minimize","results","-3950","0","3109","459842","28","922687","63689","596.343","3.66098"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta76_7a_alloc1.dzn","SATISFIED","605.9801962915808","206558","218770","","4200","210658","","","","","","105200","minimize","results","-61045","0","8211","","236","","","","15.8996"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta41_3a_alloc2.dzn","SATISFIED","600.8461339809","19908","23576","0.292749","1260","21138","28","0","22376","281","4366882490","10560","minimize","results","-6631","0","2468","668066","28","1339282","32875","598.146","1.85529"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta57_5a_alloc1.dzn","SATISFIED","601.4572235699743","39955","44586","0.537209","1600","41505","80","0","43085","342","2758152115","20725","minimize","results","52","0","3130","315530","80","646689","63710","596.753","3.24903"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta67_4a_alloc2.dzn","OPTIMAL_SOLUTION","23.966561760753393","53216","59325","0.71278","2100","55266","75","0","57328","799","56648943","27600","minimize","results","-12316","0","4112","5373","75","34945","84824","17.7714","4.323"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta41_3a_alloc1.dzn","OPTIMAL_SOLUTION","9.58247266151011","19908","23576","0.26723","1260","21138","80","0","22376","600","27675698","10560","minimize","results","-31279","0","2467","5434","80","29284","32875","7.23176","1.66141"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta67_3a_alloc3.dzn","SATISFIED","602.0890227835625","53216","59324","0.727171","2100","55266","30","0","57324","302","2710513953","27600","minimize","results","-6024","0","4108","321899","30","647478","84823","595.69","4.31329"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta74_6a_alloc3.dzn","OPTIMAL_SOLUTION","358.79869404807687","206560","218771","3.10699","4200","210660","165","0","214776","1424","451260734","105200","minimize","results","-16296","0","8216","20148","165","130709","319770","334.375","15.9366"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta63_4a_alloc3.dzn","SATISFIED","601.9748943857849","53217","59325","0.748227","2100","55267","24","0","57325","384","4421519981","27600","minimize","results","75","0","4107","250206","24","506565","84824","595.718","4.2866"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta45_2a_alloc2.dzn","OPTIMAL_SOLUTION","8.291839443147182","19908","23575","0.269988","1260","21138","66","0","22376","588","22557179","10560","minimize","results","-14811","0","2468","3565","66","24091","32874","5.85025","1.71715"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta72_10a_alloc2.dzn","SATISFIED","606.4726928286254","206561","218868","","4200","210661","","","","","","105200","minimize","results","-9621","0","8306","","24","","","","15.6834"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_2a_alloc2.dzn","OPTIMAL_SOLUTION","6.723978973925114","14962","17733","0.195021","960","15892","93","0","16832","450","15797921","7935","minimize","results","-22323","0","1870","3858","93","26647","24707","4.80814","1.35838"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_9a_alloc3.dzn","SATISFIED","606.0295549370348","206560","218848","","4200","210660","","","","","","105200","minimize","results","-29601","0","8287","","65","","","","15.6639"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta51_3a_alloc2.dzn","SATISFIED","601.4496314115822","39956","44571","0.534531","1600","41506","14","0","43070","287","3787462033","20725","minimize","results","2","0","3114","334769","14","672056","63695","596.735","3.27007"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_9a_alloc3.dzn","SATISFIED","606.3251959439367","206561","218849","","4200","210661","","","","","","105200","minimize","results","-36836","0","8287","","133","","","","15.5812"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta31_3a_alloc1.dzn","OPTIMAL_SOLUTION","7.528961569070816","14961","17737","0.199038","960","15891","105","0","16836","450","17478654","7935","minimize","results","-22600","0","1875","4345","105","29487","24711","5.62728","1.34723"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta42_3a_alloc3.dzn","OPTIMAL_SOLUTION","8.890515428036451","19908","23576","0.300249","1260","21138","54","0","22378","600","20144356","10560","minimize","results","-9971","0","2470","2986","54","20388","32875","6.23673","1.80475"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta72_9a_alloc2.dzn","SATISFIED","606.2540946193039","206561","218775","","4200","210661","","","","","","105200","minimize","results","-1704","0","8214","","12","","","","17.5755"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_8a_alloc3.dzn","SATISFIED","605.5551030058414","206560","218831","","4200","210660","","","","","","105200","minimize","results","-26863","0","8270","","50","","","","15.5079"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_8a_alloc3.dzn","SATISFIED","605.8568699341267","206560","218773","","4200","210660","","","","","","105200","minimize","results","-7872","0","8212","","2","","","","15.4204"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta43_2a_alloc2.dzn","SATISFIED","600.7990228999406","19907","23574","0.261305","1260","21137","31","0","22374","335","4142915863","10560","minimize","results","-7771","0","2467","634291","31","1272946","32873","598.287","1.71355"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta75_9a_alloc3.dzn","SATISFIED","605.672531357035","206558","218845","","4200","210658","","","","","","105200","minimize","results","1998","0","8286","","27","","","","15.6069"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta60_3a_alloc3.dzn","OPTIMAL_SOLUTION","30.55372234247625","39957","44565","0.588187","1600","41507","112","0","43067","715","83960718","20725","minimize","results","-11709","0","3110","7818","112","51002","63689","25.3411","3.61458"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta40_3a_alloc1.dzn","OPTIMAL_SOLUTION","7.220949145033956","14962","17738","0.207654","960","15892","96","0","16837","450","20286713","7935","minimize","results","-22310","0","1875","4460","96","30336","24712","5.28234","1.39244"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta78_8a_alloc2.dzn","SATISFIED","605.5386565234512","206560","218772","","4200","210660","","","","","","105200","minimize","results","1619","0","8211","","22","","","","15.5358"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta62_5a_alloc1.dzn","UNKNOWN","601.9868700001389","53250","59360","0.711132","2100","55300","0","0","57360","50","2662026819","27600","minimize","results","","0","4109","313817","0","627673","84859","595.076","4.93248"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta40_3a_alloc3.dzn","OPTIMAL_SOLUTION","7.379988744854927","14962","17730","0.199387","960","15892","95","0","16830","450","20040530","7935","minimize","results","-22310","0","1867","4394","95","30018","24704","5.44043","1.38017"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta78_7a_alloc1.dzn","SATISFIED","605.7419140189886","206560","218771","","4200","210660","","","","","","105200","minimize","results","1428","0","8210","","32","","","","15.8867"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta57_3a_alloc2.dzn","OPTIMAL_SOLUTION","80.28744086250663","39955","44563","0.541982","1600","41505","154","0","43063","750","450316413","20725","minimize","results","-38432","0","3107","38183","154","122358","63687","75.5083","3.34926"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta45_3a_alloc2.dzn","OPTIMAL_SOLUTION","37.80013885907829","19908","23583","0.290013","1260","21138","29","0","22382","320","249370988","10560","minimize","results","0","0","2474","28279","29","61357","32882","35.207","1.78441"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta78_6a_alloc3.dzn","SATISFIED","605.7219917625189","206560","218803","","4200","210660","","","","","","105200","minimize","results","-13052","0","8242","","12","","","","16.0346"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta77_6a_alloc1.dzn","SATISFIED","605.6881548203528","206559","218769","","4200","210659","","","","","","105200","minimize","results","985","0","8209","","16","","","","15.2306"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta70_4a_alloc1.dzn","SATISFIED","602.0963239837438","53218","59326","0.717264","2100","55268","36","0","57326","364","4051411449","27600","minimize","results","171","0","4107","263950","36","536358","84825","595.681","4.32671"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta67_4a_alloc3.dzn","OPTIMAL_SOLUTION","21.66524939239025","53216","59325","0.699882","2100","55266","70","0","57328","780","47112007","27600","minimize","results","-12003","0","4112","4705","70","30656","84824","15.7409","4.149689"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta39_2a_alloc2.dzn","OPTIMAL_SOLUTION","6.852900253608823","14961","17728","0.209354","960","15891","71","0","16829","450","16878042","7935","minimize","results","-10645","0","1868","2925","71","19274","24702","4.80297","1.42218"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta73_6a_alloc2.dzn","SATISFIED","606.1001036427915","206562","218773","","4200","210662","","","","","","105200","minimize","results","-3275","0","8211","","16","","","","17.6074"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta76_9a_alloc1.dzn","UNKNOWN","605.6264815311879","206558","218772","","4200","210658","","","","","","105200","minimize","results","","0","8213","","0","","","","15.5018"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta74_7a_alloc1.dzn","SATISFIED","605.382085589692","206574","218786","","4200","210674","","","","","","105200","minimize","results","-6825","0","8211","","12","","","","16.1566"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta71_10a_alloc2.dzn","SATISFIED","606.2445685807616","206561","218776","","4200","210661","","","","","","105200","minimize","results","-1032","0","8215","","8","","","","17.2352"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta54_3a_alloc2.dzn","OPTIMAL_SOLUTION","38.21574881672859","39955","44571","0.517486","1600","41505","206","0","43070","750","137536475","20725","minimize","results","-36991","0","3115","13484","206","95988","63695","33.6711","3.18011"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_6a_alloc1.dzn","SATISFIED","605.6170485541224","206561","218772","","4200","210661","","","","","","105200","minimize","results","-13461","0","8210","","34","","","","15.256"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta74_6a_alloc2.dzn","OPTIMAL_SOLUTION","376.80726182833314","206560","218771","3.21943","4200","210660","165","0","214776","1419","485895355","105200","minimize","results","-16382","0","8216","21389","165","138817","319770","352.723","15.9467"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta33_2a_alloc3.dzn","OPTIMAL_SOLUTION","6.237803963944316","14962","17729","0.211999","960","15892","74","0","16830","450","16245573","7935","minimize","results","-11837","0","1868","3079","74","20736","24703","4.14949","1.50758"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta35_3a_alloc3.dzn","SATISFIED","600.6224588360637","14962","17730","0.204748","960","15892","31","0","16830","217","4386760697","7935","minimize","results","-4935","0","1868","913559","31","1829617","24704","598.646","1.35468"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta79_10a_alloc1.dzn","SATISFIED","605.6286044027656","206561","218868","","4200","210661","","","","","","105200","minimize","results","-10333","0","8306","","31","","","","15.8572"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta54_4a_alloc1.dzn","OPTIMAL_SOLUTION","41.67031855136156","39955","44578","0.525357","1600","41505","209","0","43077","750","146572561","20725","minimize","results","-36991","0","3122","14611","209","99931","63702","37.094","3.21255"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta69_5a_alloc2.dzn","SATISFIED","602.0757070295513","53218","59328","0.718936","2100","55268","20","0","57328","280","2775944762","27600","minimize","results","-3969","0","4110","331817","20","665646","84827","595.726","4.27871"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta59_3a_alloc2.dzn","SATISFIED","601.614829543978","39955","44562","0.532799","1600","41505","30","0","43062","278","3930261547","20725","minimize","results","2","0","3106","397028","30","799253","63686","596.8","3.20319"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta79_8a_alloc2.dzn","SATISFIED","605.4682278279215","206560","218831","","4200","210660","","","","","","105200","minimize","results","-7240","0","8270","","25","","","","15.6717"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta40_3a_alloc3.dzn","OPTIMAL_SOLUTION","7.446527959778905","14962","17738","0.198085","960","15892","95","0","16837","450","19986875","7935","minimize","results","-22310","0","1875","4379","95","29988","24712","5.47424","1.41992"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta73_6a_alloc3.dzn","SATISFIED","605.7293358985335","206562","218772","","4200","210662","","","","","","105200","minimize","results","949","0","8209","","7","","","","15.4949"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta43_3a_alloc1.dzn","OPTIMAL_SOLUTION","9.057059209793806","19907","23583","0.262637","1260","21137","80","0","22382","600","20549533","10560","minimize","results","-29578","0","2475","4228","80","29058","32882","6.63154","1.6739"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta76_7a_alloc3.dzn","SATISFIED","605.8115209527314","206558","218814","","4200","210658","","","","","","105200","minimize","results","-6501","0","8255","","7","","","","15.2345"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta60_4a_alloc3.dzn","SATISFIED","601.5465736873448","39956","44578","0.538021","1600","41506","54","0","43077","313","3230800809","20725","minimize","results","103","0","3121","323679","54","657322","63702","596.897","3.10766"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta70_5a_alloc1.dzn","OPTIMAL_SOLUTION","28.431417725980282","53218","59328","0.712264","2100","55268","95","0","57332","815","65970782","27600","minimize","results","-9849","0","4114","6801","95","46268","84827","22.2849","4.32254"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta78_10a_alloc2.dzn","SATISFIED","606.0771944671869","206560","218775","","4200","210660","","","","","","105200","minimize","results","-881","0","8215","","4","","","","15.8396"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta67_4a_alloc3.dzn","OPTIMAL_SOLUTION","55.97307617217302","53216","59325","0.734917","2100","55266","171","0","57325","1000","154518783","27600","minimize","results","-49553","0","4108","15145","171","102528","84824","49.9055","4.22444"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta76_5a_alloc1.dzn","SATISFIED","605.7626882661134","206558","218768","","4200","210658","","","","","","105200","minimize","results","-4029","0","8210","","22","","","","15.7721"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta63_5a_alloc1.dzn","OPTIMAL_SOLUTION","100.58285635337234","53217","59349","0.736537","2100","55267","201","0","57348","1000","409248064","27600","minimize","results","-49121","0","4131","33000","201","157555","84848","94.2697","4.44036"
