"configuration","problem","model","data_file","status","time","flatBoolVars","flatIntConstraints","initTime","eliminatedImplications","evaluatedHalfReifiedConstraints","solutions","restarts","variables","peakDepth","propagations","flatBoolConstraints","method","run","objective","paths","flatIntVars","failures","nSolutions","nodes","propagators","solveTime","flatTime"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta35_2a_alloc2.dzn","OPTIMAL_SOLUTION","7.234834127128124","14962","17729","0.19431","960","15892","113","0","16829","450","16508183","7935","minimize","results","-22433","0","1866","4148","113","28355","24703","5.34285","1.35044"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta63_4a_alloc2.dzn","OPTIMAL_SOLUTION","69.2709437943995","53217","59326","0.701895","2100","55267","187","0","57326","1000","243427512","27600","minimize","results","-49121","0","4108","17497","187","124653","84825","63.1706","4.27962"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta52_4a_alloc3.dzn","SATISFIED","601.6462847944349","39957","44566","0.605876","1600","41507","22","0","43066","248","2803707093","20725","minimize","results","-3255","0","3109","463668","22","929312","63690","596.496","3.51156"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta35_3a_alloc1.dzn","OPTIMAL_SOLUTION","69.97189561091363","14962","17737","0.197875","960","15892","39","0","16836","258","500666167","7935","minimize","results","0","0","1874","73727","39","152615","24711","68.0976","1.32909"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta70_3a_alloc3.dzn","OPTIMAL_SOLUTION","65.00034324079752","53250","59358","0.733105","2100","55300","205","0","57358","1000","209134724","27600","minimize","results","-50878","0","4107","17969","205","123657","84857","58.7692","4.33547"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta68_4a_alloc3.dzn","OPTIMAL_SOLUTION","28.571013929322362","53217","59326","0.792937","2100","55267","77","0","57329","754","44066568","27600","minimize","results","-12006","0","4112","4974","77","32743","84825","21.5742","4.74473"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta76_6a_alloc1.dzn","OPTIMAL_SOLUTION","358.32552816160023","206558","218769","2.99009","4200","210658","148","0","214774","1418","424801479","105200","minimize","results","-16648","0","8216","18427","148","118774","319768","335.781","15.1723"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta41_2a_alloc1.dzn","OPTIMAL_SOLUTION","6.974037611857057","19908","23574","0.261185","1260","21138","19","0","22374","228","32829985","10560","minimize","results","0","0","2465","4282","19","11237","32873","4.61816","1.68469"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta56_4a_alloc2.dzn","SATISFIED","601.5191479586065","39953","44561","0.535729","1600","41503","17","0","43061","350","4580871800","20725","minimize","results","7","0","3107","309563","17","623001","63685","596.794","3.21035"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta71_6a_alloc2.dzn","SATISFIED","610.3097527734935","206561","218772","","4200","210661","","","","","","105200","minimize","results","-1790","0","8211","","11","","","","18.4624"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_10a_alloc3.dzn","SATISFIED","605.8749783188105","206558","218865","","4200","210658","","","","","","105200","minimize","results","-10077","0","8306","","6","","","","15.5725"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta80_6a_alloc2.dzn","SATISFIED","605.8631007820368","206561","218771","","4200","210661","","","","","","105200","minimize","results","384","0","8209","","14","","","","15.5966"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta51_5a_alloc1.dzn","OPTIMAL_SOLUTION","31.653331173583865","39954","44586","0.524105","1600","41504","162","0","43085","750","91460407","20725","minimize","results","-37918","0","3131","10525","162","69814","63710","27.3432","2.98498"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta35_2a_alloc1.dzn","OPTIMAL_SOLUTION","7.522334886714816","14962","17729","0.19599","960","15892","113","0","16829","450","16461582","7935","minimize","results","-22433","0","1866","4166","113","28514","24703","5.49238","1.42865"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta58_5a_alloc2.dzn","OPTIMAL_SOLUTION","35.608439702540636","39957","44567","0.567143","1600","41507","147","0","43067","750","123065625","20725","minimize","results","-39085","0","3109","12829","147","71415","63691","31.0045","3.19132"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta66_4a_alloc1.dzn","OPTIMAL_SOLUTION","23.43913398683071","53217","59326","0.753323","2100","55267","68","0","57329","756","47738346","27600","minimize","results","-11995","0","4112","4717","68","30584","84825","16.9809","4.47381"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta47_3a_alloc3.dzn","OPTIMAL_SOLUTION","40.22919277846813","19906","23581","0.267009","1260","21136","15","0","22380","208","287182333","10560","minimize","results","0","0","2474","33365","15","68722","32880","37.7256","1.74325"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta62_4a_alloc2.dzn","SATISFIED","601.997668787837","53216","59324","0.734155","2100","55266","35","0","57324","310","3850843555","27600","minimize","results","988","0","4107","285059","35","576966","84823","595.642","4.36148"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta54_5a_alloc3.dzn","OPTIMAL_SOLUTION","45.85701819323003","39955","44565","0.528432","1600","41505","202","0","43065","750","172504500","20725","minimize","results","-36991","0","3109","18177","202","106017","63689","41.3249","3.15506"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta76_6a_alloc2.dzn","SATISFIED","606.3607710469514","206558","218769","","4200","210658","","","","","","105200","minimize","results","-2205","0","8211","","13","","","","17.2417"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta53_5a_alloc3.dzn","OPTIMAL_SOLUTION","107.7823671400547","39956","44588","0.540337","1600","41506","185","0","43087","750","477387551","20725","minimize","results","-37381","0","3131","57456","185","170974","63712","103.156","3.20598"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta38_2a_alloc1.dzn","SATISFIED","600.6066364664584","14962","17729","0.19902","960","15892","42","0","16829","284","4505667487","7935","minimize","results","-6795","0","1867","937719","42","1881008","24703","598.524","1.47473"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta72_6a_alloc2.dzn","SATISFIED","605.7564811632037","206561","218772","","4200","210661","","","","","","105200","minimize","results","-25428","0","8210","","80","","","","15.6788"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta36_2a_alloc1.dzn","OPTIMAL_SOLUTION","6.679181460291147","14962","17729","0.217471","960","15892","73","0","16830","450","13905646","7935","minimize","results","-11391","0","1868","2781","73","18324","24703","4.50585","1.53943"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta58_3a_alloc2.dzn","SATISFIED","601.4463801588863","39957","44564","0.520433","1600","41507","33","0","43064","281","4086527490","20725","minimize","results","16","0","3106","383480","33","772840","63688","596.939","3.06341"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta62_3a_alloc1.dzn","SATISFIED","602.00885184668","53216","59324","0.722405","2100","55266","22","0","57324","264","2622193838","27600","minimize","results","-6067","0","4108","310639","22","623456","84823","595.851","4.15324"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta59_5a_alloc3.dzn","SATISFIED","601.7287004459649","39955","44565","0.578951","1600","41505","20","0","43065","221","2812616306","20725","minimize","results","-2688","0","3110","465101","20","931823","63689","596.596","3.40857"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta79_6a_alloc1.dzn","SATISFIED","605.985732326284","206560","218803","","4200","210660","","","","","","105200","minimize","results","-11073","0","8242","","44","","","","15.3342"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta44_3a_alloc1.dzn","OPTIMAL_SOLUTION","11.381666507571936","19908","23576","0.316591","1260","21138","76","0","22378","600","24552684","10560","minimize","results","-9981","0","2470","4089","76","28478","32875","8.41134","2.11292"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_5a_alloc3.dzn","UNKNOWN","605.7193584442139","206561","218771","","4200","210661","","","","","","105200","minimize","results","","0","8209","","0","","","","15.6125"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_5a_alloc2.dzn","SATISFIED","605.7438297532499","206559","218769","","4200","210659","","","","","","105200","minimize","results","-51835","0","8209","","159","","","","15.6556"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_5a_alloc3.dzn","OPTIMAL_SOLUTION","596.5428983289748","206560","218770","3.04268","4200","210660","223","0","214774","1683","965130211","105200","minimize","results","-20166","0","8214","32329","223","219308","319769","573.467","15.3288"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta46_2a_alloc3.dzn","OPTIMAL_SOLUTION","7.149969978258014","19907","23574","0.263706","1260","21137","63","0","22375","581","15386744","10560","minimize","results","-14858","0","2468","2946","63","19809","32873","4.77919","1.67728"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_7a_alloc3.dzn","SATISFIED","605.8698332514614","206561","218817","","4200","210661","","","","","","105200","minimize","results","-6273","0","8255","","9","","","","15.9552"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta77_8a_alloc3.dzn","SATISFIED","606.0754442922771","206560","218773","","4200","210660","","","","","","105200","minimize","results","-1244","0","8213","","7","","","","17.0878"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta35_3a_alloc1.dzn","OPTIMAL_SOLUTION","6.087722092866898","14962","17730","0.207514","960","15892","72","0","16832","450","13019189","7935","minimize","results","-7290","0","1870","2746","72","18230","24704","4.06331","1.42023"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta65_5a_alloc2.dzn","OPTIMAL_SOLUTION","78.62481309659779","53218","59328","0.716387","2100","55268","233","0","57328","1000","242805312","27600","minimize","results","-49199","0","4109","25881","233","148982","84827","72.4141","4.41613"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta64_5a_alloc2.dzn","OPTIMAL_SOLUTION","80.61928809061646","53216","59326","0.75114","2100","55266","189","0","57326","1000","292867505","27600","minimize","results","-48462","0","4109","26030","189","127891","84825","74.5582","4.20111"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta70_4a_alloc3.dzn","OPTIMAL_SOLUTION","62.2682590354234","53218","59341","0.692472","2100","55268","222","0","57340","1000","169852082","27600","minimize","results","-50878","0","4122","17503","222","126473","84840","56.3799","4.14302"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta71_10a_alloc1.dzn","SATISFIED","605.7537302337587","206561","218776","","4200","210661","","","","","","105200","minimize","results","-1233","0","8215","","10","","","","15.9327"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta76_8a_alloc3.dzn","SATISFIED","605.8994955401868","206558","218828","","4200","210658","","","","","","105200","minimize","results","700","0","8269","","50","","","","16.1776"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta56_3a_alloc1.dzn","OPTIMAL_SOLUTION","24.54344330355525","39953","44561","0.532764","1600","41503","114","0","43063","743","80472480","20725","minimize","results","-12353","0","3110","7656","114","49726","63685","19.8784","3.28535"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta57_4a_alloc3.dzn","SATISFIED","601.451222544536","39955","44577","0.530456","1600","41505","32","0","43076","340","3057835711","20725","minimize","results","15","0","3121","309004","32","624646","63701","596.773","3.22997"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta65_3a_alloc2.dzn","OPTIMAL_SOLUTION","49.413150485605","53218","59326","0.85446","2100","55268","127","0","57328","947","105600582","27600","minimize","results","-15187","0","4110","9891","127","69935","84825","42.3496","4.84261"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta65_4a_alloc2.dzn","SATISFIED","602.0314765311778","53218","59327","0.723856","2100","55268","20","0","57327","260","2723113569","27600","minimize","results","-3314","0","4109","323971","20","650045","84826","595.728","4.27585"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta47_2a_alloc3.dzn","OPTIMAL_SOLUTION","4.3655282482504845","19906","23576","0.262255","1260","21136","23","0","22375","190","7375374","10560","minimize","results","0","0","2469","1349","23","5429","32875","1.95688","1.71812"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta55_3a_alloc2.dzn","OPTIMAL_SOLUTION","35.54323369823396","39956","44572","0.525416","1600","41506","186","0","43071","750","122970031","20725","minimize","results","-36869","0","3115","12350","186","86256","63696","30.9588","3.18563"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta69_5a_alloc2.dzn","SATISFIED","601.9867330119014","53218","59349","0.702085","2100","55268","27","0","57348","448","3341610480","27600","minimize","results","9","0","4130","194691","27","397320","84848","595.485","4.51968"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_5a_alloc2.dzn","SATISFIED","605.471774386242","206583","218815","","4200","210683","","","","","","105200","minimize","results","-63679","0","8231","","280","","","","15.1516"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta51_5a_alloc2.dzn","OPTIMAL_SOLUTION","18.029154762625694","39956","44566","0.523046","1600","41506","89","0","43070","633","46585344","20725","minimize","results","-7428","0","3114","5146","89","33182","63690","13.5753","3.08871"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta75_6a_alloc2.dzn","SATISFIED","605.7375319264829","206557","218768","","4200","210657","","","","","","105200","minimize","results","-2291","0","8211","","13","","","","15.828"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta72_9a_alloc3.dzn","SATISFIED","605.870830964297","206561","218848","","4200","210661","","","","","","105200","minimize","results","1435","0","8286","","41","","","","15.5181"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta71_6a_alloc3.dzn","SATISFIED","605.8439846877009","206526","218768","","4200","210626","","","","","","105200","minimize","results","646","0","8241","","12","","","","15.8683"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta70_5a_alloc1.dzn","OPTIMAL_SOLUTION","65.46272964216769","53218","59328","0.710967","2100","55268","208","0","57328","1000","180157779","27600","minimize","results","-50878","0","4109","17663","208","124675","84827","59.1039","4.51745"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta43_3a_alloc3.dzn","OPTIMAL_SOLUTION","9.145561717450619","19907","23575","0.296118","1260","21137","63","0","22377","588","19897781","10560","minimize","results","-9538","0","2470","3302","63","22693","32874","6.57571","1.76725"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta73_5a_alloc3.dzn","SATISFIED","605.8664635643363","206562","218772","","4200","210662","","","","","","105200","minimize","results","-2170","0","8210","","8","","","","15.635"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta67_5a_alloc2.dzn","OPTIMAL_SOLUTION","58.28188665211201","53216","59326","0.688114","2100","55266","176","0","57326","1000","188062467","27600","minimize","results","-49553","0","4109","17083","176","106979","84825","52.3354","4.136669"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta78_8a_alloc1.dzn","SATISFIED","606.2312720585614","206560","218831","","4200","210660","","","","","","105200","minimize","results","-8008","0","8270","","13","","","","15.4925"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta79_7a_alloc2.dzn","SATISFIED","605.570640951395","206560","218815","","4200","210660","","","","","","105200","minimize","results","696","0","8254","","25","","","","15.7645"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta74_10a_alloc3.dzn","OPTIMAL_SOLUTION","279.15158418752253","206560","218775","3.12518","4200","210660","138","0","214784","1290","310253168","105200","minimize","results","-9890","0","8224","16110","138","104977","319774","255.381","15.9465"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta73_7a_alloc3.dzn","SATISFIED","605.5108118578792","206563","218775","","4200","210663","","","","","","105200","minimize","results","-74222","0","8211","","246","","","","15.623"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta34_2a_alloc2.dzn","OPTIMAL_SOLUTION","6.128483159467578","14962","17729","0.212439","960","15892","68","0","16830","443","11350211","7935","minimize","results","-11367","0","1868","2599","68","17102","24703","4.0787","1.41717"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta56_5a_alloc3.dzn","SATISFIED","601.5514124631882","39953","44584","0.536544","1600","41503","40","0","43083","348","3120193425","20725","minimize","results","35","0","3130","300579","40","610147","63708","596.78","3.22313"
